"k","yp_id","nara_comp_raw_f9","nara_acc_raw_f9","read_word_raw_f9","read_nonw_raw_f9","wold_comp_raw_f8","age_m_f8","age_m_f9"
"5","ALSPAC0531",6,31,11,11,1,100,118
"1","ALSPAC0532",32,47,9,7,15,97,108
"4","ALSPAC0533",22,73,3,0,11,106,117
"2","ALSPAC0534",28,35,7,7,9,112,115
"4","ALSPAC0535",21,63,7,3,6,102,117
"2","ALSPAC0536",40,9,8,9,13,102,114
"5","ALSPAC0537",7,40,8,9,1,99,117
"2","ALSPAC0538",40,25,10,10,12,106,119
"1","ALSPAC0539",21,61,8,6,11,102,120
"4","ALSPAC0540",17,78,2,2,12,88,119
"1","ALSPAC0541",33,47,7,6,7,100,111
"2","ALSPAC0542",35,47,8,8,10,102,118
"4","ALSPAC0543",12,61,7,3,7,97,125
"1","ALSPAC0544",20,60,9,6,11,104,122
"1","ALSPAC0545",25,44,7,6,10,98,118
"4","ALSPAC0546",20,67,5,0,12,108,118
"1","ALSPAC0547",60,40,9,7,18,108,115
"1","ALSPAC0548",35,44,8,8,12,102,115
"1","ALSPAC0549",15,60,8,7,9,107,118
"1","ALSPAC0550",27,52,10,9,13,102,117
"1","ALSPAC0551",35,44,8,6,13,102,120
"1","ALSPAC0552",33,42,9,8,7,104,119
"2","ALSPAC0553",45,13,9,8,12,102,122
"1","ALSPAC0554",26,33,9,8,10,103,123
"3","ALSPAC0555",15,90,1,2,11,106,122
"2","ALSPAC0556",42,14,10,10,11,103,116
"1","ALSPAC0557",20,42,8,6,7,101,109
"2","ALSPAC0558",35,17,9,10,11,101,120
"4","ALSPAC0559",17,76,6,3,12,105,121
"1","ALSPAC0560",30,52,7,7,11,99,115
"1","ALSPAC0561",24,39,8,7,10,113,120
"1","ALSPAC0562",35,42,8,7,13,108,115
"1","ALSPAC0563",20,49,7,5,6,112,118
"1","ALSPAC0564",22,59,8,8,6,102,118
"2","ALSPAC0565",36,32,8,8,11,106,121
"4","ALSPAC0566",21,71,5,1,15,110,114
"5","ALSPAC0567",2,53,9,6,0,98,115
"1","ALSPAC0568",45,38,9,8,15,105,122
"1","ALSPAC0569",31,66,10,8,8,102,120
"1","ALSPAC0570",27,55,7,7,14,100,120
"1","ALSPAC0571",41,52,6,6,10,104,124
"2","ALSPAC0572",33,19,8,8,12,104,117
"1","ALSPAC0573",24,49,7,6,11,101,124
"1","ALSPAC0574",25,43,7,7,8,104,116
"2","ALSPAC0575",35,28,8,9,13,105,120
"2","ALSPAC0576",41,13,11,10,12,98,120
"2","ALSPAC0577",39,23,NA,8,10,101,119
"1","ALSPAC0578",35,36,9,7,7,104,115
"3","ALSPAC0579",2,64,4,6,3,99,120
"1","ALSPAC0580",50,29,10,9,13,100,122
"4","ALSPAC0581",37,57,7,1,13,98,120
"1","ALSPAC0582",35,44,8,7,10,106,120
"5","ALSPAC0583",7,56,5,4,3,113,120
"1","ALSPAC0584",21,55,8,7,5,107,115
"4","ALSPAC0585",15,85,0,-3,6,100,121
"1","ALSPAC0586",27,58,7,7,13,106,125
"1","ALSPAC0587",33,45,8,7,11,105,122
"1","ALSPAC0588",31,61,7,7,13,99,114
"5","ALSPAC0589",16,46,12,10,6,105,121
"5","ALSPAC0590",13,37,10,10,4,94,127
"4","ALSPAC0591",15,61,4,1,8,101,117
"2","ALSPAC0592",37,17,8,9,12,108,124
"4","ALSPAC0593",31,63,6,4,17,113,121
"1","ALSPAC0594",31,50,7,6,NA,108,117
"3","ALSPAC0595",0,111,2,1,7,107,118
"1","ALSPAC0596",32,60,7,7,10,104,124
"1","ALSPAC0597",29,57,6,6,11,98,122
"1","ALSPAC0598",19,47,9,7,7,109,116
"3","ALSPAC0599",4,74,1,-2,2,100,113
"4","ALSPAC0600",15,73,3,2,8,104,122
"1","ALSPAC0601",31,51,8,7,NA,100,120
"2","ALSPAC0602",43,17,9,10,15,109,116
"1","ALSPAC0603",39,51,9,8,13,105,120
"2","ALSPAC0604",41,19,9,9,15,97,112
"3","ALSPAC0605",13,75,8,5,5,101,120
"3","ALSPAC0606",18,62,7,6,12,97,119
"1","ALSPAC0607",36,52,9,7,7,97,120
"1","ALSPAC0608",15,41,8,7,7,102,114
"1","ALSPAC0609",50,58,8,7,8,99,111
"2","ALSPAC0610",35,20,9,9,13,111,118
"5","ALSPAC0611",15,49,8,7,5,102,117
"1","ALSPAC0612",31,32,8,7,12,106,112
"1","ALSPAC0613",28,52,8,6,5,105,124
"1","ALSPAC0614",43,40,8,7,14,108,115
"4","ALSPAC0615",21,80,6,5,11,104,113
"4","ALSPAC0616",21,71,6,4,NA,109,117
"1","ALSPAC0617",32,56,7,8,9,106,124
"5","ALSPAC0618",6,56,9,6,-4,95,112
"1","ALSPAC0619",42,38,8,7,10,97,128
"2","ALSPAC0620",36,21,9,NA,14,103,117
"4","ALSPAC0621",18,65,5,1,8,102,122
"1","ALSPAC0622",34,50,9,9,9,99,122
"1","ALSPAC0623",39,47,8,6,11,104,117
"5","ALSPAC0624",10,63,6,4,4,100,117
"2","ALSPAC0625",38,18,8,9,11,101,113
"2","ALSPAC0626",33,29,10,9,11,98,126
"1","ALSPAC0627",39,63,8,8,12,102,116
"1","ALSPAC0628",40,35,9,9,13,102,118
"1","ALSPAC0629",17,64,7,8,9,108,119
"1","ALSPAC0630",26,39,7,6,12,105,119
"4","ALSPAC0631",28,67,8,4,14,110,119
"1","ALSPAC0632",21,44,9,9,7,110,119
"1","ALSPAC0633",23,52,7,6,10,108,118
"1","ALSPAC0634",29,50,9,8,10,102,114
"1","ALSPAC0635",46,43,8,6,10,97,114
"1","ALSPAC0636",31,46,NA,7,10,101,116
"5","ALSPAC0637",16,36,10,8,7,105,122
"4","ALSPAC0638",12,80,8,2,5,101,118
"1","ALSPAC0639",16,58,8,7,7,104,117
"1","ALSPAC0640",43,40,10,9,13,109,113
"3","ALSPAC0641",5,86,2,2,4,97,115
"5","ALSPAC0642",-2,72,3,1,-3,101,121
"1","ALSPAC0643",34,43,9,8,9,98,124
"5","ALSPAC0644",7,49,9,5,3,101,120
"1","ALSPAC0645",20,56,7,6,12,95,114
"1","ALSPAC0646",13,63,7,7,7,101,120
"3","ALSPAC0647",10,77,5,3,6,105,116
"2","ALSPAC0648",37,9,9,9,10,101,121
"1","ALSPAC0649",22,61,7,5,7,104,112
"2","ALSPAC0650",38,18,9,10,12,101,116
"2","ALSPAC0651",36,17,9,10,12,101,118
"1","ALSPAC0652",27,58,6,6,10,105,120
"1","ALSPAC0653",16,80,6,6,9,108,118
"4","ALSPAC0654",20,87,4,0,12,107,115
"1","ALSPAC0655",24,58,7,6,7,99,116
"2","ALSPAC0656",37,11,10,9,15,105,120
"4","ALSPAC0657",24,82,5,0,11,101,119
"1","ALSPAC0658",44,35,7,6,9,110,121
"1","ALSPAC0659",43,31,9,8,12,100,120
"2","ALSPAC0660",32,23,9,8,10,100,117
"1","ALSPAC0661",35,53,9,7,9,100,123
"1","ALSPAC0662",22,70,6,6,8,103,118
"2","ALSPAC0663",40,8,11,10,10,97,118
"1","ALSPAC0664",21,62,9,8,5,99,120
"2","ALSPAC0665",37,12,8,9,13,109,119
"1","ALSPAC0666",40,37,9,7,7,106,120
"1","ALSPAC0667",27,55,7,7,5,107,123
"4","ALSPAC0668",33,63,7,4,14,104,113
"1","ALSPAC0669",29,54,9,7,13,106,121
"3","ALSPAC0670",10,86,4,3,7,101,126
"4","ALSPAC0671",16,84,3,0,16,104,116
"1","ALSPAC0672",27,45,8,7,10,108,118
"1","ALSPAC0673",29,54,7,7,12,106,122
"1","ALSPAC0674",20,58,8,7,8,97,117
"3","ALSPAC0675",5,94,2,3,6,104,119
"5","ALSPAC0676",16,44,9,7,9,98,116
"3","ALSPAC0677",3,100,-1,3,7,104,119
"1","ALSPAC0678",34,55,6,6,8,106,123
"1","ALSPAC0679",21,52,7,6,7,102,120
"1","ALSPAC0680",45,54,7,6,12,102,117
"1","ALSPAC0681",19,58,7,5,3,105,119
"5","ALSPAC0682",7,52,8,7,2,99,120
"4","ALSPAC0683",18,65,6,3,12,103,116
"5","ALSPAC0684",7,57,7,11,NA,103,120
"4","ALSPAC0685",22,64,8,2,14,102,118
"3","ALSPAC0686",6,99,-1,2,13,106,122
"4","ALSPAC0687",22,67,5,3,14,104,120
"1","ALSPAC0688",14,44,9,8,10,108,114
"2","ALSPAC0689",42,33,9,9,12,103,119
"4","ALSPAC0690",25,82,6,4,13,99,115
"3","ALSPAC0691",14,67,11,6,10,101,124
"1","ALSPAC0692",48,47,7,6,12,109,120
"5","ALSPAC0693",12,44,10,9,9,99,120
"1","ALSPAC0694",24,63,8,7,10,108,125
"5","ALSPAC0695",11,43,4,7,3,107,123
"2","ALSPAC0696",40,12,9,11,15,99,117
"2","ALSPAC0697",39,12,10,10,12,101,118
"1","ALSPAC0698",36,50,6,7,12,105,123
"3","ALSPAC0699",4,87,5,2,2,104,115
"2","ALSPAC0700",33,28,7,8,12,109,122
"1","ALSPAC0701",23,54,9,6,11,104,118
"5","ALSPAC0702",3,48,6,7,1,108,122
"1","ALSPAC0703",16,50,7,6,6,101,117
"1","ALSPAC0704",29,38,8,6,8,102,120
"1","ALSPAC0705",32,66,8,7,13,105,120
"1","ALSPAC0706",30,42,8,6,13,97,117
"1","ALSPAC0707",36,30,8,7,5,97,122
"1","ALSPAC0708",31,47,8,8,9,101,122
"3","ALSPAC0709",5,85,6,0,10,102,121
"5","ALSPAC0710",11,55,6,7,9,104,116
"1","ALSPAC0711",45,52,7,6,9,100,124
"2","ALSPAC0712",37,20,8,9,11,103,124
"2","ALSPAC0713",47,14,9,9,13,112,123
"1","ALSPAC0714",39,39,9,7,16,109,117
"2","ALSPAC0715",33,27,9,9,11,101,112
"2","ALSPAC0716",42,32,10,9,13,99,118
"5","ALSPAC0717",9,54,9,7,6,104,119
"5","ALSPAC0718",12,48,6,6,5,102,118
"1","ALSPAC0719",36,50,9,7,11,103,122
"1","ALSPAC0720",38,32,9,7,9,105,122
"4","ALSPAC0721",9,92,6,2,10,104,120
"1","ALSPAC0722",21,39,9,8,6,108,120
"1","ALSPAC0723",30,44,8,7,9,107,119
"1","ALSPAC0724",44,34,9,7,15,108,118
"3","ALSPAC0725",1,78,2,NA,7,103,125
"4","ALSPAC0726",15,89,4,4,NA,100,114
"1","ALSPAC0727",23,56,7,7,NA,108,113
"2","ALSPAC0728",35,31,7,9,16,100,121
"4","ALSPAC0729",22,65,7,4,11,101,120
"2","ALSPAC0730",43,14,10,9,15,106,119
"5","ALSPAC0731",9,58,8,5,1,100,119
"1","ALSPAC0732",36,54,8,7,10,99,115
"4","ALSPAC0733",22,70,7,3,12,96,115
"1","ALSPAC0734",3,60,8,8,3,110,121
"1","ALSPAC0735",43,35,8,8,19,99,117
"2","ALSPAC0736",33,15,9,9,9,104,116
"1","ALSPAC0737",27,53,7,6,10,104,117
"3","ALSPAC0738",23,62,8,3,9,101,114
"1","ALSPAC0739",34,60,7,6,9,103,119
"2","ALSPAC0740",36,29,8,8,NA,104,118
"4","ALSPAC0741",16,91,0,-3,8,102,114
"3","ALSPAC0742",24,67,7,6,13,103,117
"4","ALSPAC0743",15,85,4,1,11,108,119
"2","ALSPAC0744",33,23,10,10,11,100,117
"1","ALSPAC0745",57,36,10,8,14,97,116
"1","ALSPAC0746",41,47,9,8,16,102,116
"1","ALSPAC0747",26,65,7,6,5,105,123
"4","ALSPAC0748",5,79,4,2,5,104,118
"4","ALSPAC0749",19,81,3,-2,13,96,117
"2","ALSPAC0750",45,14,8,7,12,97,119
"1","ALSPAC0751",34,55,8,7,NA,108,115
"5","ALSPAC0752",0,47,5,4,-1,100,114
"1","ALSPAC0753",26,53,8,7,13,109,122
"5","ALSPAC0754",7,49,7,6,2,107,120
"5","ALSPAC0755",-3,62,5,3,-3,103,113
"1","ALSPAC0756",32,50,8,8,5,102,117
"5","ALSPAC0757",5,56,6,7,6,98,114
"5","ALSPAC0758",11,55,8,6,3,105,116
"1","ALSPAC0759",52,29,9,8,11,106,127
"5","ALSPAC0760",5,58,8,3,3,102,122
"1","ALSPAC0761",30,39,8,7,7,105,118
"4","ALSPAC0762",21,68,8,4,12,100,126
"1","ALSPAC0763",12,46,8,7,10,101,116
"4","ALSPAC0764",27,58,5,0,11,106,126
"1","ALSPAC0765",28,50,8,8,10,106,124
"2","ALSPAC0766",40,11,11,9,13,105,121
"1","ALSPAC0767",42,47,8,6,10,106,119
"1","ALSPAC0768",26,68,8,6,12,99,121
"1","ALSPAC0769",22,61,8,6,8,104,120
"5","ALSPAC0770",7,50,8,6,4,101,117
"1","ALSPAC0771",21,51,7,6,7,105,125
"3","ALSPAC0772",12,68,6,4,8,109,122
"4","ALSPAC0773",15,70,3,3,13,109,117
"3","ALSPAC0774",9,75,3,4,4,95,116
"1","ALSPAC0775",18,59,6,6,8,102,118
"1","ALSPAC0776",30,46,9,8,16,109,119
"3","ALSPAC0777",19,67,6,3,11,98,128
"4","ALSPAC0778",15,75,8,NA,5,105,120
"1","ALSPAC0779",19,48,9,8,8,104,119
"2","ALSPAC0780",40,22,8,8,15,102,113
"1","ALSPAC0781",11,58,8,7,6,107,117
"1","ALSPAC0782",27,51,9,8,9,100,117
"3","ALSPAC0783",10,87,5,1,5,102,110
"1","ALSPAC0784",22,50,9,8,8,99,120
"1","ALSPAC0785",8,62,5,5,7,99,118
"1","ALSPAC0786",17,61,8,6,8,105,117
"3","ALSPAC0787",4,78,1,2,2,101,116
"1","ALSPAC0788",24,59,8,6,NA,107,123
"1","ALSPAC0789",22,49,9,7,10,105,118
"2","ALSPAC0790",43,17,9,9,17,111,123
"5","ALSPAC0791",16,43,12,9,5,100,117
"5","ALSPAC0792",-1,63,7,8,1,103,111
"4","ALSPAC0793",14,71,4,0,11,101,124
"5","ALSPAC0794",10,45,8,8,2,98,115
"1","ALSPAC0795",21,52,7,7,9,104,122
"1","ALSPAC0796",34,50,9,7,13,105,119
"1","ALSPAC0797",33,55,8,7,7,102,112
"4","ALSPAC0798",11,79,7,3,7,97,116
"1","ALSPAC0799",39,49,8,9,11,105,114
"4","ALSPAC0800",10,88,5,3,10,98,116
"4","ALSPAC0801",19,92,4,0,12,103,116
"5","ALSPAC0802",5,51,7,5,7,104,119
"4","ALSPAC0803",13,70,6,3,9,96,121
"4","ALSPAC0804",19,67,8,4,14,104,120
"4","ALSPAC0805",19,69,5,5,8,105,114
"1","ALSPAC0806",38,51,7,6,16,103,114
"1","ALSPAC0807",49,34,11,8,11,98,125
"4","ALSPAC0808",20,75,7,4,18,103,115
"3","ALSPAC0809",10,80,7,6,8,104,120
"4","ALSPAC0810",17,76,8,4,NA,102,116
"1","ALSPAC0811",34,52,7,5,9,105,123
"1","ALSPAC0812",33,49,7,6,11,102,114
"2","ALSPAC0813",32,25,9,9,14,104,117
"3","ALSPAC0814",12,70,3,2,10,101,118
"1","ALSPAC0815",22,55,8,6,7,97,114
"3","ALSPAC0816",10,88,5,3,9,108,118
"4","ALSPAC0817",20,92,0,-1,15,96,118
"1","ALSPAC0818",40,45,9,7,11,103,121
"5","ALSPAC0819",16,53,6,7,6,104,121
"1","ALSPAC0820",32,39,8,6,12,103,121
"1","ALSPAC0821",43,47,7,6,11,105,128
"1","ALSPAC0822",5,61,5,5,NA,101,116
"1","ALSPAC0823",41,46,7,6,10,103,116
"5","ALSPAC0824",13,53,7,5,11,108,119
"3","ALSPAC0825",4,84,0,-1,2,103,121
"5","ALSPAC0826",2,50,6,6,-2,102,112
"1","ALSPAC0827",36,62,8,7,7,98,123
"4","ALSPAC0828",13,93,3,0,9,99,119
"1","ALSPAC0829",40,55,7,8,12,102,116
"5","ALSPAC0830",-3,73,4,4,1,103,113
"2","ALSPAC0831",39,18,9,9,14,99,118
"1","ALSPAC0832",19,57,9,8,12,95,126
"3","ALSPAC0833",10,80,2,1,4,98,123
"1","ALSPAC0834",30,53,7,8,11,106,118
"4","ALSPAC0835",19,70,6,4,16,109,119
"1","ALSPAC0836",28,42,9,9,10,104,112
"2","ALSPAC0837",45,8,11,10,15,106,121
"3","ALSPAC0838",6,79,4,5,NA,105,119
"2","ALSPAC0839",39,10,9,10,10,106,117
"1","ALSPAC0840",45,32,9,8,14,105,110
"1","ALSPAC0841",30,53,7,6,11,105,118
"4","ALSPAC0842",22,53,8,4,11,102,120
"4","ALSPAC0843",18,76,4,0,11,99,117
"4","ALSPAC0844",10,93,4,1,10,105,124
"1","ALSPAC0845",19,51,8,8,9,102,119
"5","ALSPAC0846",17,30,12,10,6,104,121
"1","ALSPAC0847",38,51,7,6,6,101,125
"1","ALSPAC0848",15,49,7,6,10,104,117
"1","ALSPAC0849",25,49,8,7,10,100,115
"5","ALSPAC0850",16,46,NA,7,6,102,121
"1","ALSPAC0851",30,51,8,6,5,106,116
"4","ALSPAC0852",15,62,6,4,9,102,118
"2","ALSPAC0853",39,2,11,10,14,107,121
"4","ALSPAC0854",26,79,4,0,15,98,118
"1","ALSPAC0855",30,53,7,7,10,101,121
"1","ALSPAC0856",30,41,9,8,12,98,123
"1","ALSPAC0857",37,41,9,8,13,102,118
"1","ALSPAC0858",17,48,8,7,10,104,116
"3","ALSPAC0859",13,67,3,3,8,104,118
"2","ALSPAC0860",41,17,10,10,NA,98,121
"1","ALSPAC0861",16,43,8,8,3,107,117
"1","ALSPAC0862",40,40,8,8,10,103,117
"5","ALSPAC0863",1,38,8,8,0,108,115
"2","ALSPAC0864",47,25,9,9,15,102,117
"2","ALSPAC0865",46,20,8,8,17,102,123
"1","ALSPAC0866",29,68,6,6,5,102,123
"4","ALSPAC0867",24,75,8,4,16,102,120
"1","ALSPAC0868",33,53,8,8,10,103,115
"1","ALSPAC0869",36,21,9,8,6,108,121
"4","ALSPAC0870",12,75,5,4,8,106,120
"3","ALSPAC0871",26,91,1,3,13,100,123
"4","ALSPAC0872",19,74,6,4,14,104,114
"2","ALSPAC0873",39,25,10,9,11,100,125
"4","ALSPAC0874",17,61,8,5,12,101,119
"5","ALSPAC0875",-1,56,10,9,-2,107,110
"1","ALSPAC0876",38,38,9,8,12,108,113
"1","ALSPAC0877",22,55,9,7,9,99,112
"1","ALSPAC0878",23,49,7,6,10,101,123
"2","ALSPAC0879",37,17,9,9,13,99,122
"1","ALSPAC0880",26,52,9,7,NA,107,125
"3","ALSPAC0881",16,84,6,6,11,106,119
"1","ALSPAC0882",27,42,7,6,10,103,128
"2","ALSPAC0883",46,19,10,9,15,101,116
"1","ALSPAC0884",37,60,6,6,11,106,115
"4","ALSPAC0885",24,63,6,4,15,104,121
"1","ALSPAC0886",20,48,9,8,11,106,119
"1","ALSPAC0887",43,58,9,8,16,105,121
"1","ALSPAC0888",41,45,9,8,16,104,122
"4","ALSPAC0889",27,75,6,3,16,98,118
"1","ALSPAC0890",24,56,8,8,12,100,116
"1","ALSPAC0891",20,57,8,7,11,100,117
"1","ALSPAC0892",34,48,8,7,10,98,123
"1","ALSPAC0893",48,49,8,9,12,98,119
"4","ALSPAC0894",28,64,5,2,NA,103,117
"1","ALSPAC0895",35,44,8,6,11,106,117
"4","ALSPAC0896",13,89,4,2,16,101,112
"1","ALSPAC0897",30,48,8,8,10,98,122
"4","ALSPAC0898",21,69,5,2,10,106,117
"4","ALSPAC0899",13,91,4,3,11,109,117
"1","ALSPAC0900",17,60,6,7,9,101,113
"1","ALSPAC0901",37,29,9,8,14,110,116
"1","ALSPAC0902",27,53,7,7,14,100,122
"1","ALSPAC0903",37,60,7,6,8,101,109
"4","ALSPAC0904",19,71,6,1,10,105,126
"4","ALSPAC0905",16,80,5,1,9,107,123
"2","ALSPAC0906",41,19,10,10,11,102,124
"1","ALSPAC0907",43,28,8,7,13,108,122
"4","ALSPAC0908",5,86,4,1,7,111,121
"1","ALSPAC0909",32,51,10,8,13,101,121
"1","ALSPAC0910",22,48,8,8,11,102,116
"1","ALSPAC0911",40,40,9,9,14,103,117
"2","ALSPAC0912",35,44,8,7,13,105,116
"1","ALSPAC0913",14,60,7,6,6,104,117
"1","ALSPAC0914",28,44,8,7,11,98,120
"1","ALSPAC0915",26,54,8,7,15,107,117
"3","ALSPAC0916",13,91,8,5,11,102,117
"4","ALSPAC0917",22,73,6,5,15,98,127
"4","ALSPAC0918",22,84,2,-2,14,108,122
"2","ALSPAC0919",44,6,9,9,14,101,110
"4","ALSPAC0920",12,85,4,1,7,105,121
"4","ALSPAC0921",27,71,5,2,13,102,129
"2","ALSPAC0922",52,19,9,9,14,97,122
"4","ALSPAC0923",20,59,9,3,NA,113,120
"1","ALSPAC0924",26,57,8,7,12,113,127
"1","ALSPAC0925",25,43,9,7,5,107,123
"1","ALSPAC0926",51,27,9,9,12,102,114
"1","ALSPAC0927",43,37,10,9,11,103,121
"4","ALSPAC0928",24,50,7,4,14,102,113
"4","ALSPAC0929",21,77,7,3,12,108,116
"5","ALSPAC0930",-1,49,8,NA,-5,106,116
"2","ALSPAC0931",30,33,8,7,10,105,118
"1","ALSPAC0932",39,47,7,7,9,94,124
"4","ALSPAC0933",12,94,4,2,7,108,128
"2","ALSPAC0934",38,23,9,9,12,100,124
"1","ALSPAC0935",7,60,7,6,0,103,118
"4","ALSPAC0936",23,52,8,2,11,109,119
"5","ALSPAC0937",10,42,10,7,3,103,117
"1","ALSPAC0938",36,49,8,8,12,103,126
"4","ALSPAC0939",16,79,5,-1,6,100,117
"5","ALSPAC0940",12,26,11,12,6,95,117
"1","ALSPAC0941",31,62,7,5,12,107,122
"2","ALSPAC0942",38,21,9,8,12,106,118
"1","ALSPAC0943",39,43,9,6,14,106,123
"1","ALSPAC0944",29,51,8,5,10,100,116
"1","ALSPAC0945",33,56,6,6,7,103,120
"2","ALSPAC0946",45,6,8,10,17,111,121
"3","ALSPAC0947",12,71,9,7,7,108,122
"5","ALSPAC0948",8,36,7,8,2,103,117
"1","ALSPAC0949",31,54,9,8,8,106,113
"1","ALSPAC0950",37,46,7,8,13,106,116
"1","ALSPAC0951",31,52,7,7,9,99,117
"1","ALSPAC0952",19,49,9,8,9,100,129
"1","ALSPAC0953",33,49,8,NA,12,97,120
"2","ALSPAC0954",37,17,9,7,10,98,113
"4","ALSPAC0955",26,77,4,2,9,97,122
"1","ALSPAC0956",34,32,9,8,16,99,125
"4","ALSPAC0957",17,71,6,3,11,100,129
"1","ALSPAC0958",20,55,9,6,8,96,119
"5","ALSPAC0959",7,66,7,5,2,102,123
"1","ALSPAC0960",37,44,8,8,13,110,122
"2","ALSPAC0961",38,19,8,8,13,99,122
"1","ALSPAC0962",12,61,7,6,6,106,113
"1","ALSPAC0963",21,48,6,6,7,103,125
"4","ALSPAC0964",18,76,5,2,10,103,125
"1","ALSPAC0965",30,54,7,6,8,101,112
"1","ALSPAC0966",35,56,8,7,13,104,127
"4","ALSPAC0967",25,77,4,-1,18,104,121
"1","ALSPAC0968",36,41,8,8,13,106,128
"1","ALSPAC0969",26,45,8,7,13,102,118
"2","ALSPAC0970",36,20,10,11,14,99,115
"1","ALSPAC0971",24,57,NA,7,10,106,117
"1","ALSPAC0972",29,42,10,9,NA,103,117
"4","ALSPAC0973",18,73,5,0,10,104,117
"4","ALSPAC0974",16,61,7,5,3,105,120
"4","ALSPAC0975",14,71,6,2,8,99,116
"1","ALSPAC0976",35,54,8,7,9,106,120
"1","ALSPAC0977",31,45,8,6,12,109,120
"1","ALSPAC0978",26,51,7,5,10,106,127
"1","ALSPAC0979",20,39,9,8,NA,99,121
"4","ALSPAC0980",26,56,5,3,16,106,122
"3","ALSPAC0981",19,79,2,3,10,110,120
"5","ALSPAC0982",15,34,8,7,6,102,124
"4","ALSPAC0983",21,76,7,5,12,105,124
"4","ALSPAC0984",19,70,3,1,11,105,121
"1","ALSPAC0985",27,45,9,7,12,99,114
"5","ALSPAC0986",13,29,11,10,4,96,122
"4","ALSPAC0987",26,62,7,6,11,99,117
"5","ALSPAC0988",6,46,8,7,0,105,121
"2","ALSPAC0989",41,21,9,10,14,103,124
"3","ALSPAC0990",5,78,3,3,6,108,115
"2","ALSPAC0991",37,17,9,11,12,97,110
"3","ALSPAC0992",7,85,-1,-2,6,101,119
"4","ALSPAC0993",24,67,7,3,9,105,122
"1","ALSPAC0994",30,44,9,NA,6,102,125
"2","ALSPAC0995",29,26,9,9,10,106,114
"2","ALSPAC0996",43,9,9,9,13,107,113
"2","ALSPAC0997",28,30,8,8,9,102,114
"1","ALSPAC0998",39,58,8,7,NA,107,120
"1","ALSPAC0999",23,60,8,6,10,103,121
"1","ALSPAC1000",32,55,8,7,11,110,119
"1","ALSPAC1001",33,54,8,6,5,108,122
"3","ALSPAC1002",17,78,3,3,10,108,118
"3","ALSPAC1003",11,89,5,1,8,97,118
"1","ALSPAC1004",19,55,8,5,4,101,120
"1","ALSPAC1005",31,50,10,7,13,108,115
"1","ALSPAC1006",19,61,6,6,10,107,120
"1","ALSPAC1007",40,33,8,7,11,103,121
"1","ALSPAC1008",26,51,7,6,NA,107,119
"4","ALSPAC1009",20,71,5,4,11,100,121
"1","ALSPAC1010",30,59,8,7,11,104,125
"2","ALSPAC1011",44,23,8,9,13,107,115
"1","ALSPAC1012",31,51,7,6,6,102,115
"4","ALSPAC1013",19,62,7,2,10,102,126
"1","ALSPAC1014",27,58,8,5,10,107,123
"1","ALSPAC1015",24,49,8,7,9,106,123
"4","ALSPAC1016",22,75,6,7,11,99,113
"1","ALSPAC1017",15,60,9,6,11,108,125
"1","ALSPAC1018",36,36,9,9,7,102,129
"5","ALSPAC1019",3,66,6,7,4,108,117
"1","ALSPAC1020",25,51,8,7,6,103,118
"2","ALSPAC1021",42,27,8,9,16,107,112
"4","ALSPAC1022",16,75,5,3,9,110,120
"5","ALSPAC1023",7,49,6,6,10,107,123
"5","ALSPAC1024",-4,55,4,7,-3,100,110
"2","ALSPAC1025",46,-3,9,9,16,96,118
"1","ALSPAC1026",30,41,8,6,9,109,114
"4","ALSPAC1027",17,68,7,1,11,102,114
"1","ALSPAC1028",7,75,7,6,5,106,119
"4","ALSPAC1029",18,82,0,0,NA,113,115
"4","ALSPAC1030",19,72,3,-1,11,99,116
"2","ALSPAC1031",39,21,9,10,8,103,118
"1","ALSPAC1032",25,57,8,7,7,96,119
"4","ALSPAC1033",12,84,5,1,7,110,122
"1","ALSPAC1034",25,51,9,8,7,104,123
"1","ALSPAC1035",39,53,9,8,4,99,127
"4","ALSPAC1036",22,72,7,2,12,101,123
"1","ALSPAC1037",19,62,8,8,7,106,118
"5","ALSPAC1038",4,56,5,5,NA,101,119
"1","ALSPAC1039",35,46,8,7,11,104,126
"1","ALSPAC1040",17,44,8,7,NA,98,121
"4","ALSPAC1041",13,69,7,5,13,102,115
"1","ALSPAC1042",30,48,8,6,11,100,111
"1","ALSPAC1043",23,64,8,6,8,106,127
"3","ALSPAC1044",6,93,0,2,3,104,119
"4","ALSPAC1045",16,82,5,4,11,104,120
"2","ALSPAC1046",29,13,7,8,9,93,119
"3","ALSPAC1047",12,74,5,4,5,98,117
"2","ALSPAC1048",27,28,8,9,8,109,123
"1","ALSPAC1049",35,45,9,7,12,102,120
"1","ALSPAC1050",31,43,9,6,11,103,109
"4","ALSPAC1051",11,87,4,2,11,104,115
"1","ALSPAC1052",23,65,6,5,9,107,119
"5","ALSPAC1053",1,65,4,3,0,99,108
"2","ALSPAC1054",35,41,9,9,12,100,117
"3","ALSPAC1055",5,73,5,2,5,103,122
"1","ALSPAC1056",46,43,10,7,NA,90,117
"1","ALSPAC1057",40,47,9,8,12,110,119
"4","ALSPAC1058",17,70,6,4,10,108,119
"2","ALSPAC1059",40,24,9,8,11,97,118
"4","ALSPAC1060",20,60,10,5,8,109,120
"3","ALSPAC1061",9,91,3,2,7,103,122
"2","ALSPAC1062",33,29,8,9,12,98,117
