"k","yp_id","nara_comp_raw_f9","nara_acc_raw_f9","read_word_raw_f9","read_nonw_raw_f9","wold_comp_raw_f8","age_m_f8","age_m_f9","yp_no"
"3","ALSPAC0493",23,70,6,7,10,101,113,493
"3","ALSPAC0494",13,67,7,7,8,104,124,494
"1","ALSPAC0495",27,81,10,9,9,109,124,495
"2","ALSPAC0496",6,27,3,2,7,102,121,496
"3","ALSPAC0497",19,64,3,4,7,104,113,497
"1","ALSPAC0498",19,63,8,7,8,103,127,498
"3","ALSPAC0499",15,59,5,6,NA,107,119,499
"1","ALSPAC0500",31,75,8,7,8,101,112,500
"1","ALSPAC0501",49,73,9,9,9,102,117,501
"1","ALSPAC0502",44,84,11,8,9,95,113,502
"1","ALSPAC0503",43,80,10,8,14,100,119,503
"3","ALSPAC0504",23,74,8,5,2,99,119,504
"1","ALSPAC0505",37,77,9,7,12,100,116,505
"1","ALSPAC0506",19,70,9,8,7,103,122,506
"1","ALSPAC0507",31,76,9,9,15,102,118,507
"1","ALSPAC0508",53,84,10,9,13,94,117,508
"1","ALSPAC0509",46,75,8,8,16,99,114,509
"3","ALSPAC0510",23,90,9,8,6,105,116,510
"1","ALSPAC0511",39,78,11,8,15,102,116,511
"3","ALSPAC0512",23,65,5,8,5,105,121,512
"3","ALSPAC0513",16,79,5,4,11,111,125,513
"2","ALSPAC0514",11,47,6,6,8,106,130,514
"2","ALSPAC0515",13,41,4,5,6,113,128,515
"1","ALSPAC0516",30,82,10,7,10,106,110,516
"1","ALSPAC0517",53,77,8,9,15,103,112,517
"1","ALSPAC0518",35,76,8,8,12,103,117,518
"3","ALSPAC0519",29,72,7,8,8,107,118,519
"1","ALSPAC0520",58,92,11,11,NA,101,120,520
"3","ALSPAC0521",13,60,5,5,3,107,123,521
"3","ALSPAC0522",33,79,NA,7,11,109,125,522
"1","ALSPAC0523",38,74,10,8,9,101,118,523
"3","ALSPAC0524",27,73,8,7,8,102,121,524
"1","ALSPAC0525",35,78,9,8,NA,103,125,525
"3","ALSPAC0526",17,56,5,3,5,106,119,526
"1","ALSPAC0527",25,67,9,9,9,99,119,527
"1","ALSPAC0528",33,77,8,7,8,105,117,528
"1","ALSPAC0529",31,80,10,8,10,105,114,529
"3","ALSPAC0530",23,55,5,4,8,102,125,530
"2","ALSPAC0531",-2,23,3,3,0,100,114,531
"1","ALSPAC0532",38,73,9,7,17,98,109,532
"3","ALSPAC0533",22,66,7,6,5,106,120,533
"3","ALSPAC0534",21,89,7,6,7,112,114,534
"3","ALSPAC0535",14,61,4,2,1,103,121,535
"3","ALSPAC0536",14,61,3,4,7,102,114,536
"2","ALSPAC0537",4,30,2,3,2,100,114,537
"3","ALSPAC0538",25,71,10,9,7,106,118,538
"1","ALSPAC0539",22,72,9,8,11,102,120,539
"1","ALSPAC0540",31,75,9,10,10,89,124,540
"1","ALSPAC0541",40,74,7,6,10,101,112,541
"3","ALSPAC0542",36,93,10,8,9,102,119,542
"1","ALSPAC0543",49,67,8,7,14,96,121,543
"1","ALSPAC0544",23,72,10,8,11,104,122,544
"1","ALSPAC0545",37,70,7,6,13,99,119,545
"1","ALSPAC0546",43,76,10,9,13,108,119,546
"1","ALSPAC0547",55,92,11,9,17,108,113,547
"1","ALSPAC0548",41,76,9,8,14,102,115,548
"1","ALSPAC0549",21,68,9,8,11,107,119,549
"1","ALSPAC0550",32,74,10,10,14,103,117,550
"1","ALSPAC0551",41,77,9,7,14,102,120,551
"1","ALSPAC0552",43,75,9,9,10,104,120,552
"3","ALSPAC0553",21,60,4,2,6,102,123,553
"1","ALSPAC0554",45,70,8,8,15,103,126,554
"3","ALSPAC0555",31,72,8,8,13,104,117,555
"3","ALSPAC0556",20,62,7,5,5,103,115,556
"1","ALSPAC0557",37,63,7,6,13,102,113,557
"3","ALSPAC0558",16,70,7,7,4,101,119,558
"1","ALSPAC0559",34,74,9,8,13,104,117,559
"1","ALSPAC0560",34,74,8,8,12,99,115,560
"1","ALSPAC0561",40,69,8,7,14,113,124,561
"1","ALSPAC0562",43,76,9,8,15,109,117,562
"1","ALSPAC0563",32,68,8,6,9,113,120,563
"1","ALSPAC0564",26,71,9,9,7,102,118,564
"3","ALSPAC0565",27,80,8,7,8,106,122,565
"1","ALSPAC0566",38,80,10,9,13,111,120,566
"2","ALSPAC0567",7,44,6,3,3,99,112,567
"1","ALSPAC0568",49,83,11,9,15,105,121,568
"1","ALSPAC0569",24,79,12,10,5,101,117,569
"1","ALSPAC0570",30,75,8,8,14,100,120,570
"1","ALSPAC0571",39,84,8,8,8,103,122,571
"3","ALSPAC0572",14,73,6,4,8,104,117,572
"1","ALSPAC0573",32,73,8,7,12,101,125,573
"1","ALSPAC0574",38,69,7,7,11,104,119,574
"3","ALSPAC0575",22,78,8,7,9,105,120,575
"3","ALSPAC0576",18,62,9,6,5,99,120,576
"3","ALSPAC0577",23,72,NA,5,5,101,120,577
"1","ALSPAC0578",48,73,9,7,11,104,116,578
"2","ALSPAC0579",-4,28,0,2,-1,99,115,579
"1","ALSPAC0580",59,84,11,10,15,100,122,580
"1","ALSPAC0581",54,92,12,9,8,99,119,581
"1","ALSPAC0582",41,77,9,8,11,106,120,582
"2","ALSPAC0583",12,44,3,2,6,113,121,583
"1","ALSPAC0584",28,69,8,8,7,107,117,584
"1","ALSPAC0585",26,69,9,9,4,100,117,585
"1","ALSPAC0586",27,77,8,9,12,106,124,586
"1","ALSPAC0587",39,77,9,8,12,104,122,587
"1","ALSPAC0588",27,77,8,8,12,99,112,588
"2","ALSPAC0589",13,29,7,5,6,104,122,589
"2","ALSPAC0590",4,25,3,4,2,93,125,590
"3","ALSPAC0591",9,63,7,6,-1,103,118,591
"3","ALSPAC0592",17,68,6,5,7,108,124,592
"1","ALSPAC0593",48,88,10,9,15,112,112,593
"1","ALSPAC0594",35,75,8,7,NA,108,117,594
"3","ALSPAC0595",36,97,11,8,9,107,116,595
"1","ALSPAC0596",28,80,9,9,8,103,122,596
"1","ALSPAC0597",29,77,8,7,11,98,120,597
"1","ALSPAC0598",33,66,9,7,10,109,119,598
"3","ALSPAC0599",9,73,9,6,7,103,123,599
"1","ALSPAC0600",37,70,8,8,11,103,117,600
"1","ALSPAC0601",35,76,9,8,NA,100,119,601
"3","ALSPAC0602",22,64,5,7,11,108,116,602
"1","ALSPAC0603",38,82,10,10,12,104,118,603
"3","ALSPAC0604",21,68,7,6,10,97,113,604
"3","ALSPAC0605",18,65,4,3,6,100,120,605
"3","ALSPAC0606",14,51,6,7,3,98,123,606
"1","ALSPAC0607",37,78,10,8,6,96,118,607
"1","ALSPAC0608",35,62,7,7,13,103,118,608
"1","ALSPAC0609",40,86,10,9,5,99,107,609
"3","ALSPAC0610",17,72,8,7,9,111,117,610
"2","ALSPAC0611",15,33,4,3,6,102,119,611
"1","ALSPAC0612",48,70,7,6,18,106,116,612
"1","ALSPAC0613",33,75,9,7,6,105,123,613
"1","ALSPAC0614",48,81,9,7,15,108,115,614
"3","ALSPAC0615",23,73,5,5,9,106,124,615
"1","ALSPAC0616",39,78,9,8,NA,109,118,616
"1","ALSPAC0617",32,79,9,9,8,106,122,617
"2","ALSPAC0618",13,44,7,3,1,96,110,618
"1","ALSPAC0619",48,82,9,8,11,96,127,619
"3","ALSPAC0620",18,72,7,NA,9,103,117,620
"1","ALSPAC0621",45,73,9,8,11,101,119,621
"1","ALSPAC0622",37,78,10,10,9,98,121,622
"1","ALSPAC0623",41,79,9,7,11,104,116,623
"2","ALSPAC0624",19,48,5,3,8,100,118,624
"3","ALSPAC0625",19,69,4,5,7,101,113,625
"3","ALSPAC0626",22,80,11,8,5,98,126,626
"1","ALSPAC0627",30,83,10,10,9,102,112,627
"1","ALSPAC0628",50,78,9,9,15,102,119,628
"1","ALSPAC0629",19,70,8,9,9,108,120,629
"1","ALSPAC0630",41,71,7,6,16,105,121,630
"1","ALSPAC0631",44,85,9,8,13,109,115,631
"1","ALSPAC0632",36,67,9,9,11,111,122,632
"1","ALSPAC0633",30,71,8,7,12,108,120,633
"1","ALSPAC0634",35,73,10,8,12,102,115,634
"1","ALSPAC0635",48,82,9,7,11,97,113,635
"1","ALSPAC0636",39,74,NA,8,12,101,116,636
"2","ALSPAC0637",7,22,3,2,5,105,123,637
"3","ALSPAC0638",18,79,7,2,5,102,119,638
"1","ALSPAC0639",24,67,8,8,9,104,118,639
"1","ALSPAC0640",48,80,11,10,15,110,113,640
"2","ALSPAC0641",8,43,6,5,3,100,123,641
"2","ALSPAC0642",14,63,6,3,3,101,120,642
"1","ALSPAC0643",42,77,10,9,10,98,124,643
"2","ALSPAC0644",8,37,5,1,4,101,119,644
"1","ALSPAC0645",26,69,8,7,14,96,115,645
"1","ALSPAC0646",18,67,8,8,8,101,121,646
"2","ALSPAC0647",8,33,4,3,4,106,119,647
"3","ALSPAC0648",12,63,5,5,2,101,120,648
"1","ALSPAC0649",24,70,8,6,8,105,112,649
"3","ALSPAC0650",19,68,7,8,6,101,116,650
"3","ALSPAC0651",16,69,6,8,6,101,118,651
"1","ALSPAC0652",28,76,8,7,10,105,120,652
"1","ALSPAC0653",7,73,8,8,6,107,116,653
"3","ALSPAC0654",30,77,8,6,9,109,122,654
"1","ALSPAC0655",28,71,8,7,8,99,116,655
"3","ALSPAC0656",13,63,8,5,9,105,119,656
"1","ALSPAC0657",29,80,10,8,6,101,116,657
"1","ALSPAC0658",52,81,8,7,11,110,122,658
"1","ALSPAC0659",54,80,9,8,15,101,120,659
"3","ALSPAC0660",16,77,8,5,5,100,116,660
"1","ALSPAC0661",35,80,10,9,8,99,121,661
"1","ALSPAC0662",17,74,8,8,6,103,117,662
"3","ALSPAC0663",14,59,8,4,1,97,117,663
"1","ALSPAC0664",23,71,10,9,5,99,119,664
"3","ALSPAC0665",13,65,5,5,8,109,119,665
"1","ALSPAC0666",49,78,10,8,10,106,120,666
"1","ALSPAC0667",31,75,8,8,5,107,123,667
"3","ALSPAC0668",20,52,4,4,7,107,128,668
"1","ALSPAC0669",31,77,10,8,12,106,121,669
"2","ALSPAC0670",16,39,4,3,7,98,116,670
"1","ALSPAC0671",24,75,10,9,12,105,120,671
"1","ALSPAC0672",37,72,8,8,13,108,120,672
"1","ALSPAC0673",31,77,9,8,12,106,121,673
"1","ALSPAC0674",25,69,9,8,9,97,117,674
"3","ALSPAC0675",27,83,8,7,8,104,118,675
"2","ALSPAC0676",14,28,3,2,9,99,118,676
"2","ALSPAC0677",17,54,4,5,9,103,118,677
"1","ALSPAC0678",33,79,8,8,7,105,122,678
"1","ALSPAC0679",29,70,8,7,9,102,122,679
"1","ALSPAC0680",39,85,9,7,10,102,114,680
"1","ALSPAC0681",25,69,8,6,4,105,119,681
"2","ALSPAC0682",10,40,5,4,4,99,119,682
"1","ALSPAC0683",43,76,10,9,14,105,123,683
"2","ALSPAC0684",12,43,5,9,NA,103,120,684
"1","ALSPAC0685",45,80,11,8,14,103,121,685
"3","ALSPAC0686",34,84,11,12,10,104,116,686
"1","ALSPAC0687",42,80,9,9,14,104,118,687
"1","ALSPAC0688",32,63,9,8,15,109,119,688
"3","ALSPAC0689",33,77,8,6,9,102,120,689
"1","ALSPAC0690",28,83,9,8,9,100,121,690
"2","ALSPAC0691",7,21,1,-2,2,100,117,691
"1","ALSPAC0692",45,87,9,8,10,108,117,692
"2","ALSPAC0693",8,29,5,4,9,99,120,693
"1","ALSPAC0694",22,76,10,9,8,108,124,694
"2","ALSPAC0695",8,32,-1,2,2,107,123,695
"3","ALSPAC0696",16,62,5,8,9,99,117,696
"3","ALSPAC0697",16,64,6,7,5,101,117,697
"1","ALSPAC0698",37,80,8,8,11,105,122,698
"2","ALSPAC0699",10,44,7,5,1,105,118,699
"3","ALSPAC0700",21,79,7,6,10,109,123,700
"1","ALSPAC0701",29,71,10,7,12,104,119,701
"2","ALSPAC0702",5,40,2,4,2,108,120,702
"1","ALSPAC0703",29,65,7,7,10,101,119,703
"1","ALSPAC0704",44,72,9,7,12,102,122,704
"1","ALSPAC0705",24,81,10,9,10,104,117,705
"1","ALSPAC0706",40,73,8,6,16,97,118,706
"1","ALSPAC0707",52,73,8,7,9,97,124,707
"1","ALSPAC0708",38,75,9,9,10,101,122,708
"2","ALSPAC0709",11,41,5,-1,6,102,118,709
"2","ALSPAC0710",15,39,3,4,12,104,119,710
"1","ALSPAC0711",40,86,9,8,7,99,120,711
"3","ALSPAC0712",19,71,6,7,6,104,124,712
"3","ALSPAC0713",25,59,5,4,8,112,124,713
"1","ALSPAC0714",47,79,9,8,18,109,117,714
"3","ALSPAC0715",21,79,8,7,6,101,112,715
"3","ALSPAC0716",32,76,11,7,10,99,119,716
"2","ALSPAC0717",13,40,6,4,8,104,120,717
"2","ALSPAC0718",12,34,2,2,6,102,118,718
"1","ALSPAC0719",37,80,10,9,11,103,121,719
"1","ALSPAC0720",52,77,9,7,13,105,123,720
"3","ALSPAC0721",25,88,9,6,12,103,116,721
"1","ALSPAC0722",39,67,9,8,11,108,123,722
"1","ALSPAC0723",39,73,8,8,11,107,120,723
"1","ALSPAC0724",52,81,10,8,17,108,118,724
"3","ALSPAC0725",15,73,8,NA,5,100,110,725
"1","ALSPAC0726",20,74,8,8,NA,102,123,726
"1","ALSPAC0727",27,72,8,8,NA,109,114,727
"3","ALSPAC0728",23,81,8,9,14,100,122,728
"1","ALSPAC0729",45,78,9,8,13,101,120,729
"3","ALSPAC0730",20,61,7,5,10,106,119,730
"2","ALSPAC0731",15,45,6,3,4,100,119,731
"1","ALSPAC0732",35,78,9,8,10,99,114,732
"1","ALSPAC0733",39,80,9,8,11,99,125,733
"1","ALSPAC0734",16,60,8,8,7,109,124,734
"1","ALSPAC0735",50,81,9,9,21,99,117,735
"3","ALSPAC0736",13,70,6,4,3,105,115,736
"1","ALSPAC0737",31,74,8,7,11,105,117,737
"3","ALSPAC0738",14,50,6,3,7,104,127,738
"1","ALSPAC0739",30,80,9,8,7,103,117,739
"3","ALSPAC0740",25,79,6,5,NA,104,118,740
"3","ALSPAC0741",30,84,10,9,4,105,123,741
"3","ALSPAC0742",21,50,5,6,7,105,125,742
"1","ALSPAC0743",25,72,8,8,10,107,116,743
"3","ALSPAC0744",17,75,11,8,5,100,116,744
"1","ALSPAC0745",57,88,11,10,14,98,113,745
"1","ALSPAC0746",41,81,11,9,16,102,115,746
"1","ALSPAC0747",23,76,9,8,3,104,121,747
"1","ALSPAC0748",30,62,7,7,10,104,122,748
"1","ALSPAC0749",29,77,11,9,8,97,123,749
"3","ALSPAC0750",21,62,3,1,8,97,121,750
"1","ALSPAC0751",34,77,9,8,NA,108,114,751
"2","ALSPAC0752",4,41,2,0,1,101,111,752
"1","ALSPAC0753",30,75,10,8,14,109,122,753
"2","ALSPAC0754",8,38,3,2,4,107,119,754
"2","ALSPAC0755",9,55,5,3,3,104,111,755
"1","ALSPAC0756",37,74,9,9,6,102,116,756
"2","ALSPAC0757",11,43,4,5,9,98,114,757
"2","ALSPAC0758",15,41,5,3,5,106,118,758
"1","ALSPAC0759",59,86,10,9,12,105,126,759
"2","ALSPAC0760",11,46,7,1,5,101,121,760
"1","ALSPAC0761",43,72,8,8,11,105,120,761
"1","ALSPAC0762",43,78,9,7,14,98,115,762
"1","ALSPAC0763",30,62,8,7,15,101,120,763
"3","ALSPAC0764",17,51,6,4,3,103,114,764
"1","ALSPAC0765",34,75,9,9,11,106,124,765
"3","ALSPAC0766",16,61,8,5,7,105,120,766
"1","ALSPAC0767",42,82,9,7,10,106,117,767
"1","ALSPAC0768",20,78,10,8,9,98,118,768
"1","ALSPAC0769",24,72,9,7,8,104,120,769
"2","ALSPAC0770",9,38,4,2,6,101,117,770
"1","ALSPAC0771",30,71,8,7,9,105,126,771
"2","ALSPAC0772",6,23,2,1,5,107,114,772
"1","ALSPAC0773",39,74,9,9,15,110,119,773
"3","ALSPAC0774",14,69,6,7,5,98,124,774
"1","ALSPAC0775",23,69,7,7,9,102,118,775
"1","ALSPAC0776",37,75,10,8,17,109,120,776
"3","ALSPAC0777",19,53,7,5,8,95,117,777
"1","ALSPAC0778",37,70,6,NA,10,104,118,778
"1","ALSPAC0779",32,67,9,8,11,105,121,779
"3","ALSPAC0780",22,70,6,6,13,101,114,780
"1","ALSPAC0781",21,64,8,7,9,107,119,781
"1","ALSPAC0782",34,72,10,9,11,100,117,782
"2","ALSPAC0783",11,42,8,5,2,107,126,783
"1","ALSPAC0784",31,69,10,9,10,99,121,784
"1","ALSPAC0785",17,64,5,5,9,99,120,785
"1","ALSPAC0786",22,69,9,7,9,106,118,786
"3","ALSPAC0787",12,75,7,7,6,102,120,787
"1","ALSPAC0788",26,74,10,7,NA,106,123,788
"1","ALSPAC0789",32,70,9,8,12,105,119,789
"3","ALSPAC0790",22,63,7,7,14,110,124,790
"2","ALSPAC0791",12,26,6,3,5,100,118,791
"2","ALSPAC0792",11,52,6,7,7,104,109,792
"1","ALSPAC0793",39,70,10,9,13,99,117,793
"2","ALSPAC0794",9,33,3,3,4,99,114,794
"1","ALSPAC0795",29,71,8,8,11,104,123,795
"1","ALSPAC0796",36,78,10,9,13,105,118,796
"1","ALSPAC0797",34,75,9,8,7,103,111,797
"1","ALSPAC0798",31,69,8,6,10,98,125,798
"1","ALSPAC0799",40,79,9,10,11,105,113,799
"3","ALSPAC0800",21,85,8,8,9,100,122,800
"3","ALSPAC0801",32,82,10,7,11,104,123,801
"2","ALSPAC0802",7,40,5,2,9,104,119,802
"1","ALSPAC0803",40,70,9,8,13,96,122,803
"1","ALSPAC0804",43,78,10,8,16,104,119,804
"1","ALSPAC0805",41,76,7,8,10,107,124,805
"1","ALSPAC0806",38,80,9,8,15,103,113,806
"1","ALSPAC0807",54,85,12,9,12,98,123,807
"1","ALSPAC0808",34,81,10,9,16,105,122,808
"3","ALSPAC0809",22,69,6,5,4,104,118,809
"1","ALSPAC0810",33,75,8,7,NA,103,122,810
"1","ALSPAC0811",35,79,9,7,8,104,122,811
"1","ALSPAC0812",38,76,8,7,13,103,114,812
"3","ALSPAC0813",17,78,9,9,10,103,117,813
"2","ALSPAC0814",4,27,2,1,6,102,122,814
"1","ALSPAC0815",29,69,8,7,9,98,114,815
"3","ALSPAC0816",27,75,8,6,8,107,118,816
"1","ALSPAC0817",17,78,10,10,7,97,119,817
"1","ALSPAC0818",43,81,10,8,11,102,120,818
"2","ALSPAC0819",17,36,3,4,7,104,123,819
"1","ALSPAC0820",43,75,9,7,15,103,122,820
"1","ALSPAC0821",42,85,9,8,10,105,125,821
"1","ALSPAC0822",17,60,6,5,NA,102,119,822
"1","ALSPAC0823",43,80,8,7,10,103,116,823
"2","ALSPAC0824",15,37,4,3,12,108,122,824
"3","ALSPAC0825",17,79,8,6,10,101,116,825
"2","ALSPAC0826",6,42,3,3,2,103,110,826
"1","ALSPAC0827",29,81,10,9,4,97,119,827
"3","ALSPAC0828",29,87,9,8,8,99,120,828
"1","ALSPAC0829",36,82,9,9,10,102,114,829
"2","ALSPAC0830",15,63,7,5,7,104,113,830
"3","ALSPAC0831",19,68,6,6,9,99,119,831
"1","ALSPAC0832",24,72,11,9,12,95,125,832
"2","ALSPAC0833",9,35,6,5,5,96,118,833
"1","ALSPAC0834",32,76,8,9,11,106,118,834
"1","ALSPAC0835",39,78,9,9,17,109,117,835
"1","ALSPAC0836",40,70,9,9,14,105,114,836
"3","ALSPAC0837",18,55,7,6,8,106,120,837
"3","ALSPAC0838",18,71,7,7,NA,105,117,838
"3","ALSPAC0839",15,62,5,5,2,106,116,839
"1","ALSPAC0840",55,79,9,8,17,106,111,840
"1","ALSPAC0841",32,76,8,8,12,105,117,841
"1","ALSPAC0842",57,78,10,8,15,102,121,842
"3","ALSPAC0843",20,72,9,8,5,101,122,843
"1","ALSPAC0844",17,67,8,7,10,102,113,844
"1","ALSPAC0845",29,68,9,9,12,102,121,845
"2","ALSPAC0846",5,16,3,2,4,104,121,846
"1","ALSPAC0847",38,81,9,8,5,100,122,847
"1","ALSPAC0848",29,65,8,6,14,104,120,848
"1","ALSPAC0849",34,70,8,8,13,100,116,849
"2","ALSPAC0850",14,30,NA,3,6,101,122,850
"1","ALSPAC0851",35,73,9,7,7,106,116,851
"1","ALSPAC0852",47,72,9,8,14,103,124,852
"3","ALSPAC0853",8,55,7,6,6,107,119,853
"1","ALSPAC0854",31,84,11,9,8,99,119,854
"1","ALSPAC0855",33,76,9,8,10,101,120,855
"1","ALSPAC0856",41,74,10,9,15,98,123,856
"1","ALSPAC0857",44,78,10,9,15,102,118,857
"1","ALSPAC0858",31,66,8,8,14,104,119,858
"2","ALSPAC0859",3,25,3,3,6,104,120,859
"3","ALSPAC0860",21,65,8,6,NA,98,121,860
"1","ALSPAC0861",35,63,8,8,8,107,121,861
"1","ALSPAC0862",47,79,8,9,12,103,117,862
"2","ALSPAC0863",-2,32,2,2,1,109,112,863
"3","ALSPAC0864",32,67,7,6,11,101,119,864
"3","ALSPAC0865",26,65,6,5,14,102,125,865
"1","ALSPAC0866",22,79,9,8,3,101,120,866
"1","ALSPAC0867",35,83,10,8,13,101,117,867
"1","ALSPAC0868",35,76,9,9,10,103,114,868
"1","ALSPAC0869",58,72,8,7,13,108,125,869
"1","ALSPAC0870",35,68,7,7,12,105,118,870
"3","ALSPAC0871",38,66,7,7,16,99,124,871
"1","ALSPAC0872",35,79,9,9,13,107,123,872
"3","ALSPAC0873",24,73,10,7,6,100,125,873
"1","ALSPAC0874",49,75,9,8,17,102,123,874
"2","ALSPAC0875",8,46,8,6,3,109,108,875
"1","ALSPAC0876",48,76,10,8,14,108,114,876
"1","ALSPAC0877",29,69,9,7,11,100,113,877
"1","ALSPAC0878",33,72,8,7,12,101,124,878
"3","ALSPAC0879",17,68,8,6,7,99,122,879
"1","ALSPAC0880",31,74,10,9,NA,107,125,880
"3","ALSPAC0881",28,67,5,6,8,106,119,881
"1","ALSPAC0882",39,74,8,7,13,103,129,882
"3","ALSPAC0883",27,64,7,5,11,100,117,883
"1","ALSPAC0884",31,81,8,7,9,106,113,884
"1","ALSPAC0885",47,81,10,9,15,103,118,885
"1","ALSPAC0886",32,69,9,9,14,106,121,886
"1","ALSPAC0887",34,87,11,10,13,104,118,887
"1","ALSPAC0888",42,83,10,9,15,104,120,888
"1","ALSPAC0889",35,86,10,9,12,99,120,889
"1","ALSPAC0890",28,72,9,9,12,100,116,890
"1","ALSPAC0891",26,70,9,8,12,100,117,891
"1","ALSPAC0892",38,78,9,8,11,98,122,892
"1","ALSPAC0893",44,86,10,10,11,98,116,893
"3","ALSPAC0894",19,55,6,6,NA,105,123,894
"1","ALSPAC0895",41,77,9,7,13,106,118,895
"1","ALSPAC0896",19,75,9,9,13,104,124,896
"1","ALSPAC0897",36,75,9,9,12,98,122,897
"1","ALSPAC0898",41,77,9,8,10,107,120,898
"1","ALSPAC0899",19,71,7,7,10,108,117,899
"1","ALSPAC0900",22,67,7,7,11,101,114,900
"1","ALSPAC0901",52,75,9,8,19,110,119,901
"1","ALSPAC0902",31,76,8,8,14,99,121,902
"1","ALSPAC0903",32,78,8,7,7,102,107,903
"1","ALSPAC0904",40,74,9,8,12,102,113,904
"1","ALSPAC0905",31,71,8,7,9,104,114,905
"3","ALSPAC0906",23,67,8,7,5,102,124,906
"1","ALSPAC0907",56,80,9,8,16,108,123,907
"3","ALSPAC0908",20,87,8,6,7,108,110,908
"1","ALSPAC0909",35,77,11,10,13,101,120,909
"1","ALSPAC0910",33,69,8,8,14,102,118,910
"1","ALSPAC0911",47,79,9,10,15,104,117,911
"3","ALSPAC0912",34,91,10,7,13,105,118,912
"1","ALSPAC0913",21,66,7,7,8,104,119,913
"1","ALSPAC0914",38,73,9,8,14,98,121,914
"1","ALSPAC0915",30,74,9,8,16,107,117,915
"2","ALSPAC0916",19,41,3,1,4,103,123,916
"3","ALSPAC0917",22,64,6,7,11,95,117,917
"1","ALSPAC0918",27,78,10,9,8,106,112,918
"3","ALSPAC0919",16,55,3,3,8,100,111,919
"1","ALSPAC0920",26,68,8,7,8,104,116,920
"1","ALSPAC0921",41,81,10,9,11,98,109,921
"3","ALSPAC0922",32,59,6,4,10,96,124,922
"1","ALSPAC0923",51,77,10,7,NA,112,116,923
"1","ALSPAC0924",27,77,10,9,11,112,127,924
"1","ALSPAC0925",38,70,10,8,8,107,125,925
"1","ALSPAC0926",62,82,10,9,15,102,114,926
"1","ALSPAC0927",50,81,11,9,13,103,121,927
"1","ALSPAC0928",58,83,11,10,16,105,127,928
"1","ALSPAC0929",33,78,9,7,11,109,119,929
"2","ALSPAC0930",2,43,5,NA,-3,107,112,930
"3","ALSPAC0931",21,87,8,6,7,105,117,931
"1","ALSPAC0932",41,81,9,8,9,94,122,932
"3","ALSPAC0933",31,87,5,5,11,102,109,933
"3","ALSPAC0934",22,72,9,6,7,100,124,934
"1","ALSPAC0935",19,61,7,6,3,103,120,935
"3","ALSPAC0936",9,50,5,3,3,109,116,936
"2","ALSPAC0937",7,30,4,2,3,104,116,937
"1","ALSPAC0938",37,81,10,9,11,102,124,938
"3","ALSPAC0939",21,76,8,4,3,101,121,939
"2","ALSPAC0940",0,15,2,4,4,96,115,940
"1","ALSPAC0941",26,80,9,7,10,106,120,941
"3","ALSPAC0942",21,71,7,5,8,106,118,942
"1","ALSPAC0943",43,81,10,7,14,106,123,943
"1","ALSPAC0944",34,74,8,6,11,101,116,944
"1","ALSPAC0945",32,78,8,7,6,103,118,945
"3","ALSPAC0946",16,54,3,6,12,110,121,946
"2","ALSPAC0947",9,25,1,1,3,106,114,947
"2","ALSPAC0948",3,27,1,1,2,103,115,948
"1","ALSPAC0949",33,75,10,9,9,106,113,949
"1","ALSPAC0950",41,78,8,9,14,106,116,950
"1","ALSPAC0951",34,75,8,8,10,99,116,951
"1","ALSPAC0952",30,70,10,9,11,99,130,952
"1","ALSPAC0953",37,77,9,NA,13,97,119,953
"3","ALSPAC0954",17,69,5,1,5,98,113,954
"3","ALSPAC0955",27,67,5,5,6,96,122,955
"1","ALSPAC0956",48,76,9,8,20,99,126,956
"1","ALSPAC0957",40,72,8,8,14,96,113,957
"1","ALSPAC0958",27,69,9,7,9,96,119,958
"2","ALSPAC0959",17,51,7,5,5,101,123,959
"1","ALSPAC0960",42,80,9,9,14,110,122,960
"3","ALSPAC0961",19,69,6,5,9,99,123,961
"1","ALSPAC0962",19,64,7,6,8,106,115,962
"1","ALSPAC0963",32,71,7,7,10,103,126,963
"1","ALSPAC0964",35,73,8,8,11,101,114,964
"1","ALSPAC0965",33,73,8,7,9,101,112,965
"1","ALSPAC0966",32,83,10,9,11,104,125,966
"3","ALSPAC0967",28,65,10,8,11,104,119,967
"1","ALSPAC0968",43,80,10,9,14,105,128,968
"1","ALSPAC0969",36,72,8,8,16,103,120,969
"3","ALSPAC0970",18,71,9,9,8,98,114,970
"1","ALSPAC0971",27,73,NA,8,10,106,117,971
"1","ALSPAC0972",41,71,10,9,NA,103,119,972
"1","ALSPAC0973",37,75,10,8,9,105,121,973
"3","ALSPAC0974",9,63,2,1,0,104,115,974
"3","ALSPAC0975",13,71,7,5,4,101,121,975
"1","ALSPAC0976",34,79,9,8,8,105,119,976
"1","ALSPAC0977",38,76,9,7,14,109,121,977
"1","ALSPAC0978",32,76,9,7,11,105,127,978
"1","ALSPAC0979",38,66,9,8,NA,99,124,979
"3","ALSPAC0980",14,49,5,6,6,105,117,980
"3","ALSPAC0981",25,63,5,6,13,109,118,981
"2","ALSPAC0982",5,21,1,0,3,101,123,982
"1","ALSPAC0983",35,77,8,7,13,102,113,983
"1","ALSPAC0984",40,75,10,9,11,104,117,984
"1","ALSPAC0985",38,70,9,7,15,99,115,985
"2","ALSPAC0986",1,18,3,2,1,96,120,986
"1","ALSPAC0987",48,83,9,8,12,101,123,987
